reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9985f54e-598c-484d-b609-b9fb73e08548,Achmad Taufik,https://play-lh.googleusercontent.com/a/ACg8ocLIWIoTWaNdp9RMFdAAfo_LEZrzN7ioObZo9K7FKIWTI0GR8A=mo,Pokoknya keren deh,5,0,1.2025.283,2025-10-17 04:07:41,,,1.2025.283
ba41cf2b-6373-4a8c-aeef-7d9d692bc37b,Minoki Iruyuki,https://play-lh.googleusercontent.com/a-/ALV-UjWwzjsPMV-4OndN7AdDa0-eNn1uiPU0tn4p-HQKZSL_WPV6qCUZ,mantap poll,5,0,1.2025.283,2025-10-17 04:04:24,,,1.2025.283
be80d93d-3278-4bd0-837a-9b3756acec6d,Tirta adi adi,https://play-lh.googleusercontent.com/a-/ALV-UjXtc3J-pAJ-ugoakc8mc-09ise6qKh03Z-RBkaKDjyNSq7SdEN4,bug kelempar riwayat tolong benerin,3,0,1.2025.283,2025-10-17 03:58:00,,,1.2025.283
bc232f67-e8d0-40e8-a7de-c399cef9ffff,Arman Arliando,https://play-lh.googleusercontent.com/a-/ALV-UjXXxC_GrowpETVaD7LO6dzgu187zPqkMaIxTo-ZhDq8s46Ikydi,"Sudah tidak membantu sama sekali, performanya tidak seakurat dulu waktu pertama kali di rilis. makin ke sini semakin amburadul.",1,0,1.2025.283,2025-10-17 03:51:08,,,1.2025.283
50a26d60-0aa6-42e3-8a19-eba4dc71e533,Lina Susanti,https://play-lh.googleusercontent.com/a/ACg8ocKhk7QfQz2rysU6NjhrtlqDj_w8s7Wq6gPmVxbTW6tSTyJ06g=mo,bagus banget cepat buat nya.. makasih,5,0,1.2025.283,2025-10-17 03:45:05,,,1.2025.283
2495aefd-c104-45f8-8865-10fdb7ddee88,PAW ASHIWAKI,https://play-lh.googleusercontent.com/a-/ALV-UjXJucdkFCS1MPBvWB9jGNb7WEB5kR-gdC_f0aPmxFzLNNWSHWU,tolong agar chat gpt agar bisa menyimpan memori apa pun kaya dulu!,1,0,,2025-10-17 03:38:55,,,
6e11f665-7641-4755-8594-b9886fde9999,Indriyani Putri,https://play-lh.googleusercontent.com/a-/ALV-UjWkeA-9P-50xwtRXcD5st7TU15gd52e0Cv_Ztu1dSZQN0CQSN6k,good job,5,0,1.2025.283,2025-10-17 03:37:00,,,1.2025.283
172c2eea-f78f-40c8-95bc-cddf250fc894,Fajar,https://play-lh.googleusercontent.com/a-/ALV-UjWx31IDwVwuZPvlHIe9HTChJGY_34HbEH3iTdqomJJE7iSVUio,aplikasi nya bagus jawab nya cepat,5,0,1.2025.283,2025-10-17 03:30:48,,,1.2025.283
4ade3473-d14e-4e61-869b-573f4b34be54,Ardi Satria,https://play-lh.googleusercontent.com/a-/ALV-UjV-gMNSDh64JV49cy45zV3slRF9xrXib98k1xYLatkXfKyqQhc,bagus,5,0,1.2025.283,2025-10-17 03:30:44,,,1.2025.283
46c59b9b-dfbd-44c9-a44c-1fcecd7cd657,Paulus A liong,https://play-lh.googleusercontent.com/a/ACg8ocIHgwXzeV2Hw9CIkIALYUkyUai5YOe6nr7Qg2YyhAXg6AaDTw=mo,apk yang sangat bagus,5,0,1.2025.259,2025-10-17 03:25:43,,,1.2025.259
